,SEM protein V1,SEM protein V2,SEM protein V3,SEM protein V4,SEM protein V5,SEM protein V6
Thop1,1596.6599611751287,15370.70458860041,18277.555988605818,6670.5513146009025,1521.8511064541167,5160.687999578506
Thrap3,55734.607467493704,70020.69602873916,12924.687732006354,38180.04781462568,19159.662074375814,55167.68509882425
Tial1,17340.530929183897,20512.978529297394,12251.068643082821,4340.45273105305,6881.950634924244,2871.2054135246367
Timm10,31324.44179823936,21016.150793827368,22978.411697747957,45027.3390382113,40685.43346987222,118622.48430133739
Timm13,69458.25895022479,67847.51026453314,64994.58013703265,56509.45645040355,55619.12552721764,49184.88908264352
Timm17b,19710.960055077725,17258.483837391588,30972.98970937679,10748.387542882061,14837.920835654648,18897.281729792485
Timm22,16650.02309618994,27294.36800964388,28056.25786600948,24929.010929231412,27360.483713484446,23690.155696144975
Timm44,39113.56437926742,42868.7350025053,16295.155339985036,21537.86670760966,40242.31345392434,19044.666862493203
Timm50,10842.74000219921,25992.123016603993,46136.99900846539,61712.92372195862,49289.896056385856,29348.395238133427
Timmdc1,7162.7712530662175,8085.054826155613,11291.25172423936,5592.034938130401,7289.217904728263,5171.5610938208365
Tiprl,11016.298644533448,23089.864511370983,16415.1152587007,38565.174199736895,27928.877722556008,40109.30591181637
Tjap1,622.9640983711342,909.8878228971082,981.9060449471369,999.9827108478605,8655.590435684893,3402.502458068015
Tjp1,12373.040427323333,25117.01639458137,15787.696019597151,10032.674745323873,18684.355961419773,12559.844407617891
Tjp2,6331.824760365456,34219.400127596586,18323.098734667856,26020.34868143831,16447.008448801553,26942.010038772903
Tjp3,7796.814859815484,8869.627977984226,34881.473495195016,10003.337133551098,22949.642068228495,15767.197174775649
Tkt,661282.8345713626,474446.69934618747,813338.1732393762,1139467.8388554018,362950.0165558077,756483.752937045
Tln1,4856.734621244195,8101.737810321427,17263.335576928697,3391.8641613625723,24454.14828441335,7721.350347119517
Tm6sf2,111790.34188978339,182865.9602845153,201927.739799677,185832.83212375944,122226.65413368538,197293.16258293192
Tm9sf1,4910.38129885376,7394.79046038903,20134.26331678307,3967.090085763056,3453.0277278862764,6534.904910701363
Tm9sf2,72332.19505736504,174775.70830748766,185326.23285668882,177776.2017092287,118333.96192892085,49201.206255267774
Tm9sf3,38475.01868577132,30674.03430411739,62464.44017457333,27262.684264414143,29701.20929023861,5046.008663894079
Tm9sf4,28381.710313310174,74217.35158316097,57813.73242444,24686.801421082917,10229.696782827601,22765.768271197292
Tmcc1,1596.2565936132846,4844.036819427923,20165.05683369819,5686.219131696751,3600.959743749077,11433.229016975165
Tmco1,31644.392737865866,106263.53908048528,145432.7957337348,31802.629811994342,36431.537510283444,40704.30824415737
Tmed10,85646.36694938526,384820.85622095177,328906.36565055104,153458.57196323734,180988.89902463037,102975.22392422176
Tmed2,165389.55836286367,277581.50757250685,150511.05019616196,214130.4971347054,194384.63146444358,234375.93596093365
Tmed4,31184.35990410052,125713.3280549827,69536.29085254534,59612.14108759632,74583.3631285002,178681.30372877474
Tmed5,20527.616682945252,27839.771593075206,25159.862423429935,17546.99654410208,24236.472126198223,24690.160077015706
Tmed9,262021.25089267132,82158.28115039798,46433.10698394089,64872.239542657124,70109.81086524132,90915.34797566955
Tmem115,16324.969055321664,23410.33091289788,31810.21086318047,25371.151034184975,25064.061636965165,30791.05595340899
Tmem120a,9767.701964303007,37607.38486563125,50728.05419428006,55081.80920629505,48342.95550297202,31641.00145734178
Tmem126a,10343.889064565208,35980.98696815747,19694.550111278004,42767.57850118724,60985.92655242573,36374.68150674943
Tmem14c,44689.82926555004,85339.71338681444,81163.07255258047,58814.57465293723,9025.216951136963,51757.40439655344
Tmem165,57268.679923267424,9115.500688223916,9836.998587351132,8304.871189145011,13577.362273789744,6505.202772594902
Tmem19,90563.1624909895,103854.05334744547,156540.1937200464,126581.36282452135,146932.15915851627,144050.97230352735
Tmem205,118871.35217462275,151086.61948919352,179691.9765777249,128967.0111098304,142272.9555270798,168616.08073939043
Tmem214,15912.031176775004,9853.437141216153,4278.959308960819,10205.579410403821,8601.51553586986,18679.703084062952
Tmem236,15736.6954365363,34130.4393668661,43909.200912556786,137231.6619549657,86088.48643072312,108160.77869720635
Tmem253,50348.49098466519,135353.8774379731,168959.19551005357,135797.38029517647,121038.07081800226,210641.3887278229
Tmem258,223829.83699923562,336253.0093518548,91612.11246178343,93298.67051685716,93721.99874707316,392962.1095694039
Tmem30a,17283.179207436522,5572.524669122987,18896.198550729536,13245.478644194047,10211.254590265204,3638.5848288315287
Tmem30b,16147.580103415099,24052.387125168396,16050.949564517683,43110.97586491611,25986.56841907582,27549.3641395268
Tmem33,21261.317155004584,34072.093696341835,58873.29634915533,72276.52341231673,46632.66350064212,53922.31570982851
Tmem41a,14833.359039499517,25593.05804541344,39370.75877826574,77998.41500802487,46218.15933583391,55214.63017972755
Tmem41b,59143.78062976403,292466.4325025951,115960.5501344475,91267.50426194155,49465.24616720399,85502.3935149319
Tmem43,1257.088846312811,1836.076647997089,1981.4033271862882,12393.694469029137,2027.03632912587,11887.969562702528
Tmem45b,13423.1920866761,21240.128952126157,24093.8081315221,9767.378283258313,16004.252340793944,37748.93118098883
Tmf1,13605.52003753503,1875.2095526860226,3096.6707430024194,2142.5265381554855,2888.045736692577,14261.498677638383
Tmod3,66292.61340481298,51604.70335601051,49214.576361898085,58791.72523448756,92761.8401935872,104660.78152906908
Tmpo,41453.8027510428,73055.8691950481,95092.63841916656,49035.593075253964,64767.320386095744,62625.27356906928
Tmprss15,587.3964039891134,857.9384214928455,2179.366581189428,2409.121049117366,3814.7297575593584,2904.960539882524
Tmprss4,6309.625206354775,3778.140811332674,1994.5044468603435,8517.411900554034,3110.5787763747526,5345.777767685574
Tmsb4x,3599903.5490224496,1930956.551917666,775780.3573734846,2604438.9565752195,1203995.0519234694,70929.94421670577
Tmtc3,3448.6598189912843,3325.04815459493,915.8277715956999,3021.713288617742,4951.958090462101,40786.20425470697
Tmub1,3488.6759986122047,5915.406379395304,8005.444709627177,23211.387551226355,14796.675866484331,26468.943690071093
Tmx1,62748.78084439745,185592.20411122983,85619.15980975464,63826.51754900435,80319.23256391715,51999.52811372723
Tmx3,14699.404413224831,22284.983354078722,12921.377890397001,6751.394035513954,8984.856121044713,11946.610234291213
Tnik,2134.498576300002,2229.3076048919193,1156.4611537074134,3469.3162541391644,1607.1498327838904,3205.5540902222556
Tnks1bp1,214.7707288460549,313.6894588351401,826.3514139957183,840.2143720252751,982.4215147649403,1485.625103687385
Tnpo1,9450.052691469755,17595.476350011766,15903.467162742061,16967.699464103433,12271.761430616973,11494.559710539665
Tnpo2,651.8585925210551,952.0904930742938,2118.606008226329,4464.767013372222,3205.650862219813,2758.391631241592
Tom1l2,5837.013718872166,21509.249943062983,19636.33190751699,10075.959337335593,24178.405964288413,34849.64303991212
Tomm20,201791.26350081555,389462.6516141583,184315.61076908093,171639.04563306633,171173.6302874716,147036.52926013627
Tomm22,68453.74753494456,27702.134407503258,60143.255539633545,175715.57219164644,134716.52521706294,125312.25987659428
Tomm34,11568.20309763445,9350.847365301352,10401.720739451148,1838.3528622357433,9615.424933739254,193795.62690787998
Tomm40,125289.70464846339,45261.57912945929,128078.82922339713,120978.22078552679,85416.43754998056,103064.88381026116
Tomm6,62238.89750666042,48528.31557617024,83142.72240482454,92742.91902870986,121123.23503008927,111183.28641051555
Tomm70a,121528.85419658494,130202.84489617108,167931.40478950783,52749.50356468285,106159.57175676587,51523.7272923571
Top1,32651.676694154336,121336.02302492481,54096.200078773625,11785.955197741203,32238.904796749208,23379.24931544985
Top2a,2052.7266514620674,4046.439990663127,1755.363385096674,1770.1498024898249,2561.050557149238,1569.6906381728943
Top2b,9874.974669190346,8906.858402225702,4621.5013193165305,4632.239975447594,11386.48722708083,4888.9578689177715
Tor1a,7418.807519316588,12753.75409923876,12344.477165822438,9844.01668675732,5050.536042349786,4724.136948691949
Tor1aip2,76211.02939428583,142226.48192046338,140050.2307386625,57987.39674363468,119305.25930962106,100719.83189679592
Tpd52,740202.1236000605,552306.6580610881,642714.1748815175,528636.2662358257,689994.998257809,598951.2962213381
Tpd52l2,15340.012178792398,67027.08021262084,29197.04912146211,44638.48077193631,13457.075900491072,23988.294720621343
Tpi1,534647.4338232278,329312.704527558,405025.17270486435,700036.253342464,820906.2464056774,1529532.1643437578
Tpm1,190520.66434981127,25582.990856665925,399238.6801657561,46486.42373633436,35562.944808529974,47781.9449906506
Tpm3,439814.6750630171,215697.52482345424,407864.83822487795,473411.041102974,340014.08114035695,501099.99497410853
Tpm4,105667.95414003554,41623.188593151885,111007.3518402851,97307.94600122081,153725.65166057093,64619.4180930576
Tpp2,11782.88391053422,10128.22000112209,9256.059773417954,5409.350612802118,13724.548010880826,15424.370326236462
Tppp3,1135.5172590114894,1658.5118297596107,1789.7841363258387,3810.37505331869,5935.861335724291,12222.36414810684
Tpr,26383.75549570216,22813.894095972973,17119.08473793596,31911.87679710754,19791.18215391906,23952.77676114809
Tprn,7210.777627833842,25082.212836107654,35610.134734762745,21877.620288465252,21253.568875283967,35351.965989436685
Tpt1,157618.2811020418,316811.6464127941,178810.47746200816,123577.22393332662,142048.68764025683,396285.8878208923
Tra2a,12575.670957606006,22483.62788426221,6546.204595883653,15601.481306851458,3061.4968231808875,16548.493481379992
Tra2b,49650.72160097959,118999.40609415235,109175.52033084551,63470.25142286645,79350.74522089522,39707.83858612927
Trabd,18829.666302067977,36937.422553627184,64902.66195870273,31076.483528231132,46012.43157025168,39687.09492869423
Tradd,31547.89184780967,117836.81955248304,129877.42677033882,80736.67541957402,44792.61057261711,103722.34140349046
Tram1,2309.9880856166164,16404.577730955953,3640.96626266821,26467.028157756577,3724.820073876973,3729.043033450749
Trap1,92357.9203833719,145205.942024382,45590.816894890384,86234.50557015004,69133.04156912409,97970.7652045501
Trappc3,41056.24048594034,45584.76215109833,81346.4122836225,85232.66452647788,23340.348110283037,61553.095391095165
Trappc5,17108.464194348817,15389.646862824206,25353.7119643216,13750.38724082458,20076.00548598206,23351.931417244363
Treh,32039.760707223875,60684.571139710104,50226.15180989673,36447.5314024428,40369.792842585535,43287.540178008945
Trim12a,641.8022985308041,937.4024886304943,1011.5985146433349,6506.226638233908,1034.8962836272756,5889.677545100066
Trim14,22868.161613795357,27749.736303643745,34536.525259003116,14807.839415653654,11782.37749625566,15090.235948016983
Trim23,3698.3754373843517,5436.016545803799,3110.7250718509245,16767.319430251486,1249.2777555671025,1506.4935846899814
Trim25,9981.873452453325,5278.737734532577,9705.515279164807,22269.785240795452,18741.73570360372,22816.52939369805
Trim28,14892.495793538661,70395.04232592686,43327.479400087985,57984.6704335376,63744.89759284433,39778.65580153095
Trim31,16426.753130508077,53004.85676103828,42158.42961326943,45320.86182720219,53493.957178717945,63768.59794585907
Trip10,1225.8617809571567,5398.385984939801,1932.183726379679,13484.659644619627,4214.513039180164,1978.9242042915457
Trmt10c,5351.161422837348,25513.165452443336,25086.52873215112,16228.11092015666,19439.009890913716,13988.138749721644
Trmt112,21984.586014303826,13105.649081579984,11922.79670691051,9731.15783077871,12550.384728786648,20064.023271650032
Trmt1l,373.759059001315,2268.7577895527793,589.1130489649901,1964.113560561681,602.6807040391479,2757.54768979143
Trmu,5837.440857837031,6301.90647948478,5088.538014198674,4638.8687550616305,7797.179544708893,5008.126069297556
Trpm4,5488.278905202316,6036.699559968024,18578.38970803346,4430.95826392734,15238.443102657046,11560.95682450294
Tsfm,52080.93413174195,56101.19082548634,84306.73838150772,32127.82929574922,25540.59108513437,30826.580872301565
Tsg101,7076.702904028657,6554.135818158636,11817.94942185159,11763.457943490515,13239.981864627951,13815.194153568747
Tsn,5342.187288538185,39902.00092669153,8420.270133657605,16112.709139649876,22985.21239408442,20170.1676117121
Tspan15,11118.623948148686,9710.700171425704,27076.395860075732,62398.95632446344,51306.97407054713,66631.0984344066
Tspan31,38858.21547572752,47503.920218153755,84086.89067557798,70851.0187168416,58476.12208472266,53204.56248984532
Tspan8,790017.4655882358,643348.0813700522,700843.2352374191,839920.1585149288,567131.5259210372,507157.04586451175
Tstd3,1028.7526727410104,1502.5737954199774,1621.5035035905498,6570.515319530054,1658.847779492954,13320.930646404511
Ttc38,9163.613558669167,13606.758090115321,8889.706292668501,5568.1272063463675,8092.287526332394,8364.926821031757
Ttll12,4529.29597552594,11589.648049575822,7765.8093690561545,4677.16012472221,7473.961473803161,7231.739276315549
Tuba1c,44380.30956932802,49548.322991627945,64211.87517326532,27116.428431034055,20033.42146310727,43641.163757198585
Tuba4a,119438.53522619703,126562.23435557405,72325.0198006606,35351.910776315104,101190.98080621853,109795.77148834376
Tubal3,3238.9653363712796,19720.10454286771,12855.151420504906,16019.216097525614,10718.056811252894,15439.908394253336
Tubb2a,19973.391267732022,7389.3917585322415,5051.713935853467,8539.769953483423,16965.159679502514,13735.79344329594
Tubb2b,8714.098487137162,1060.6352385452876,1144.5852180937861,1165.6567703964322,1170.9457569909632,1172.2732993948334
Tubb4b,407326.0108593349,276038.71300676005,518956.6031413371,199361.8255909349,367472.15649378306,564289.3575878628
Tubb5,84133.97757139275,98583.48407882714,72153.90234776615,49102.08326332898,24130.150293582887,37471.69713275238
Tufm,277451.67873134953,227911.4277545731,331405.7036677707,548925.1716224158,360313.58982948854,456264.3791965096
Tvp23b,3667.9029834297357,31458.739361478947,5781.289999096643,5887.722226830297,36242.661875194826,5921.142257355325
Twf1,99924.89776137836,66608.00218651579,173517.43474589862,97076.51437763927,64961.04767421993,174162.82434952908
Txndc12,68336.17472430217,73621.05400073378,54751.65245533599,82881.8983114916,51541.483399301076,72557.35148324112
Txndc15,5853.76936373307,8981.243926753219,17843.739217248603,27225.106411230998,26003.49374719328,24145.014779080997
Txndc17,204935.60482406465,210348.38945278974,318774.41216141684,300863.3186866019,204460.1441068663,220636.37530864053
Txnl1,212045.08691164711,200486.40261086304,181714.72788491746,144867.55292845995,74148.13890109019,29534.63014451166
Txnrd1,113323.00183336632,77133.37261731438,70991.96041941065,144753.87365350296,110970.2934518433,106591.30633723646
Txnrd2,7566.448204385181,10252.20212652066,14171.089127887077,4073.651425675255,2494.543475605677,6202.130606040527
